original_id,vid
0,35459
1786706395137,35460
1374389534722,35461
1374389534723,35462
824633720836,35463
962072674310,35464
687194767367,35465
1236950581256,35466
274877906953,35467
1236950581258,35468
1511828488203,35469
2199023255564,35470
824633720847,35471
16,35472
824633720849,35473
687194767378,35474
1236950581267,35475
1099511627796,35476
1374389534741,35477
1649267441686,35478
1099511627800,35479
1236950581273,35480
824633720858,35481
962072674331,35482
274877906972,35483
1099511627805,35484
137438953502,35485
1236950581279,35486
1099511627808,35487
824633720865,35488
1649267441698,35489
1236950581283,35490
36,35491
37,35492
38,35493
39,35494
549755813928,35495
41,35496
137438953514,35497
1649267441707,35498
137438953516,35499
962072674349,35500
2061584302127,35501
549755813936,35502
1099511627825,35503
1099511627826,35504
1786706395187,35505
1786706395188,35506
1099511627829,35507
962072674358,35508
412316860471,35509
1236950581304,35510
274877907001,35511
1236950581306,35512
549755813948,35513
2061584302141,35514
1924145348670,35515
63,35516
1649267441728,35517
687194767425,35518
1099511627842,35519
274877907011,35520
1649267441732,35521
1511828488261,35522
1099511627846,35523
824633720903,35524
549755813960,35525
1924145348681,35526
962072674378,35527
75,35528
1236950581324,35529
824633720909,35530
274877907022,35531
274877907023,35532
1511828488272,35533
962072674385,35534
549755813970,35535
1511828488275,35536
1649267441748,35537
549755813973,35538
2061584302166,35539
412316860503,35540
412316860504,35541
549755813977,35542
1374389534810,35543
1236950581339,35544
549755813980,35545
1786706395229,35546
962072674398,35547
1924145348703,35548
1511828488288,35549
1099511627873,35550
1786706395234,35551
1786706395235,35552
687194767461,35553
412316860518,35554
1649267441768,35555
962072674409,35556
1649267441770,35557
1649267441771,35558
1649267441772,35559
2061584302189,35560
110,35561
412316860527,35562
1511828488304,35563
1236950581361,35564
1511828488306,35565
115,35566
1099511627892,35567
824633720949,35568
1236950581366,35569
962072674423,35570
549755814008,35571
1099511627897,35572
1924145348730,35573
274877907068,35574
1511828488317,35575
962072674430,35576
2061584302207,35577
1786706395264,35578
1511828488321,35579
131,35580
1649267441796,35581
1924145348741,35582
2061584302214,35583
1099511627911,35584
274877907080,35585
1924145348746,35586
412316860556,35587
1236950581389,35588
1924145348750,35589
2061584302223,35590
274877907088,35591
687194767505,35592
137438953618,35593
549755814035,35594
1099511627924,35595
1786706395285,35596
1099511627926,35597
274877907095,35598
1374389534872,35599
412316860569,35600
2061584302234,35601
687194767515,35602
549755814044,35603
1924145348765,35604
1649267441822,35605
1649267441823,35606
1374389534880,35607
1236950581409,35608
687194767522,35609
274877907107,35610
1786706395300,35611
1374389534885,35612
824633720998,35613
1649267441831,35614
687194767528,35615
1649267441833,35616
549755814058,35617
1374389534891,35618
962072674477,35619
274877907118,35620
1099511627951,35621
274877907120,35622
1374389534897,35623
137438953651,35624
137438953652,35625
962072674485,35626
1099511627959,35627
824633721017,35628
824633721018,35629
1786706395323,35630
962072674492,35631
687194767550,35632
412316860607,35633
1924145348800,35634
1374389534913,35635
274877907138,35636
687194767555,35637
412316860612,35638
549755814085,35639
1511828488390,35640
824633721031,35641
274877907144,35642
962072674505,35643
824633721034,35644
274877907147,35645
2061584302284,35646
1511828488397,35647
1511828488399,35648
962072674513,35649
1511828488402,35650
1786706395347,35651
1924145348820,35652
2061584302293,35653
137438953686,35654
137438953687,35655
274877907160,35656
274877907161,35657
274877907162,35658
274877907163,35659
412316860636,35660
412316860637,35661
412316860638,35662
412316860639,35663
412316860640,35664
549755814113,35665
1374389534946,35666
824633721059,35667
1099511628004,35668
1374389534949,35669
962072674534,35670
687194767591,35671
687194767593,35672
1374389534954,35673
1924145348843,35674
412316860652,35675
687194767597,35676
2061584302318,35677
1099511628015,35678
412316860656,35679
824633721073,35680
549755814130,35681
1511828488435,35682
687194767604,35683
412316860661,35684
1374389534966,35685
549755814135,35686
962072674552,35687
1099511628025,35688
687194767610,35689
1924145348859,35690
1374389534972,35691
412316860669,35692
412316860670,35693
1099511628031,35694
1786706395392,35695
1374389534977,35696
2061584302338,35697
1099511628035,35698
1236950581509,35699
824633721094,35700
824633721095,35701
687194767624,35702
2061584302345,35703
1786706395402,35704
1236950581515,35705
1099511628044,35706
1924145348877,35707
2061584302350,35708
1924145348879,35709
1236950581520,35710
549755814161,35711
1649267441939,35712
1924145348885,35713
412316860694,35714
1236950581527,35715
1099511628056,35716
412316860697,35717
1924145348890,35718
2061584302363,35719
962072674588,35720
412316860701,35721
412316860702,35722
412316860703,35723
1786706395424,35724
1511828488481,35725
1511828488482,35726
1099511628067,35727
1511828488484,35728
1649267441957,35729
1236950581542,35730
1099511628071,35731
1236950581544,35732
1924145348905,35733
1511828488490,35734
1511828488491,35735
824633721132,35736
1511828488493,35737
2061584302382,35738
1786706395439,35739
1511828488496,35740
549755814193,35741
824633721138,35742
1099511628083,35743
412316860724,35744
1374389535029,35745
1236950581558,35746
1099511628088,35747
1099511628089,35748
1236950581562,35749
2061584302395,35750
2061584302396,35751
412316860733,35752
1236950581566,35753
2061584302399,35754
2061584302401,35755
824633721154,35756
1236950581571,35757
1374389535045,35758
1099511628102,35759
1511828488519,35760
687194767689,35761
412316860746,35762
962072674635,35763
1649267441996,35764
1924145348941,35765
824633721167,35766
549755814224,35767
2061584302417,35768
1786706395474,35769
824633721171,35770
687194767700,35771
962072674646,35772
1236950581591,35773
2061584302424,35774
412316860762,35775
549755814235,35776
549755814236,35777
1236950581597,35778
824633721182,35779
1649267442015,35780
1236950581600,35781
962072674657,35782
1374389535074,35783
549755814243,35784
1786706395493,35785
549755814246,35786
1786706395495,35787
1511828488552,35788
824633721193,35789
1511828488555,35790
824633721196,35791
1649267442030,35792
962072674671,35793
1924145348976,35794
824633721202,35795
1374389535092,35796
687194767733,35797
687194767734,35798
1511828488568,35799
1374389535097,35800
549755814266,35801
549755814267,35802
549755814268,35803
687194767741,35804
1924145348991,35805
1374389535104,35806
1236950581633,35807
1786706395523,35808
1786706395524,35809
1924145348998,35810
824633721223,35811
1511828488584,35812
1924145349001,35813
1511828488586,35814
962072674699,35815
824633721228,35816
687194767757,35817
1649267442062,35818
687194767759,35819
1374389535120,35820
1649267442065,35821
1786706395538,35822
962072674707,35823
687194767764,35824
824633721237,35825
549755814295,35826
1649267442074,35827
687194767771,35828
1511828488604,35829
1236950581662,35830
1924145349025,35831
687194767779,35832
1924145349028,35833
824633721253,35834
687194767783,35835
824633721256,35836
687194767785,35837
1649267442090,35838
2061584302507,35839
1649267442092,35840
1924145349037,35841
1924145349038,35842
1511828488624,35843
824633721265,35844
687194767794,35845
1924145349043,35846
1374389535156,35847
1649267442102,35848
1924145349047,35849
824633721272,35850
824633721273,35851
1374389535162,35852
1924145349052,35853
687194767805,35854
1511828488638,35855
1924145349055,35856
1236950581698,35857
824633721283,35858
1099511628228,35859
824633721285,35860
1786706395590,35861
1374389535176,35862
1786706395593,35863
1924145349066,35864
1236950581707,35865
824633721292,35866
687194767821,35867
962072674766,35868
1649267442127,35869
824633721296,35870
2061584302545,35871
1099511628242,35872
1511828488659,35873
2199023256020,35874
2061584302549,35875
1374389535190,35876
1236950581719,35877
1099511628250,35878
1924145349083,35879
1511828488668,35880
1099511628253,35881
962072674783,35882
2061584302560,35883
962072674785,35884
962072674786,35885
1236950581731,35886
824633721316,35887
1649267442149,35888
687194767846,35889
1649267442151,35890
687194767848,35891
687194767849,35892
687194767850,35893
687194767851,35894
687194767852,35895
824633721325,35896
824633721326,35897
1374389535215,35898
2061584302577,35899
1786706395634,35900
1099511628276,35901
1649267442165,35902
824633721334,35903
1511828488695,35904
1924145349112,35905
1511828488697,35906
1374389535226,35907
962072674811,35908
962072674812,35909
1236950581757,35910
1236950581758,35911
962072674815,35912
1099511628288,35913
2061584302593,35914
2061584302594,35915
962072674819,35916
1511828488708,35917
824633721349,35918
1924145349126,35919
1924145349127,35920
962072674824,35921
1924145349129,35922
1511828488714,35923
1786706395659,35924
1786706395660,35925
1374389535246,35926
1236950581775,35927
1374389535248,35928
1511828488721,35929
1374389535250,35930
1099511628307,35931
2061584302613,35932
